Sigla;Nome;Tipo Produção;Autores
UFPR;SÍNTESE DE NOVOS DERIVADOS PIRAZINICOS PARA INVESTIGAÇÃO DA ATIVIDADE BIOLÓGICA;DISSERTAÇÃO;['GUILHERME AUGUSTO JUSTEN']
UFF;Dist2Dist: Aumento de Dados pela Geração de Funções Massa de Probabilidade a partir do Espaço de Características;DISSERTAÇÃO;['ANDRE LUIZ DA SILVA PEREIRA']
UFMG;"Estudo Fitoquímico de Salacia Elliptica (Mart.) G.Don (celastraceae); Síntese de Derivados do Lupeol e Avaliação de Atividades Biológicas";TESE;['ELIZABETH LUCIANA MARINHO MIGUEL']
UFPEL;Towards Teaching Abstraction: Approaching Modeling and Problem-Solving Skills with Graph Grammars and Game-Based Learning;TESE;['BRAZ ARAUJO DA SILVA JUNIOR']
UNICAMP;Electromagnetic shower separation in LArTPCs: study of the calorimetric method at LArIAT;DISSERTAÇÃO;['MARIA GABRIELA MANUEL ALVES']
UNESP-RIO CLARO;Superfluidos holográficos;DISSERTAÇÃO;['CARLOS MARCELO CASSANI NEVES']
UPF;NATURAL LANGUAGE PROCESSING  FOR SENSITIVE DATA  RECOGNITION AND PRIVACY IN  DIGITAL DOCUMENTS;DISSERTAÇÃO;['SAMUEL ANTUNES VIEIRA']
UFG;A Service-Oriented Approach for Scalable Multiplayer Cloud Gaming Physics;DISSERTAÇÃO;['SAULO SOARES DE OLIVEIRA']
UFC;Influência de condições de cultivo na composição química das uvas Isabel precoce e BRS Magna por RMNq, UPLC-HRMS e quimiometria;DISSERTAÇÃO;['FRANCISCO LEOMAR DA SILVA']
UTFPR;Análise da Dinâmica de Galáxias Satélites: Simulações de N-Corpos e Potenciais Analíticos;DISSERTAÇÃO;['GIOVANNI CARAMAGNO TAUIL']
UFRJ;DESENVOLVIMENTO DE MÉTODO PARA DETERMINAÇÃO DE METANOL EM COMBUSTÍVEIS A PARTIR DE UM SENSOR DE PALYGORSKITA COM TETRATIOCIANATO DE COBALTO;DISSERTAÇÃO;['ARIANE SILVA AMARAL']
UFT;Aplicação de materiais poliméricos para a remoção de pesticidas em meio aquoso por adsorção;DISSERTAÇÃO;['TIAGO TEIXEIRA ALVES']
IMPA;Precificação de Posições de Provedores de Liquidez em Mercados de Produto Constante: Uma Abordagem de Volatilidade Estocástica;DISSERTAÇÃO;['LUCAS XISTO FERREIRA']
UFU;Um novo método para auferição de características de cascas de ovos utilizando processamento de imagens;DISSERTAÇÃO;['MARCOS PAULO SOUZA TOME']
UFG;The dynamical Casimir effect and the generation of thermodynamic entropy;DISSERTAÇÃO;['GUSTAVO DE OLIVEIRA']
USP-SÃO CARLOS;ConSentiment: Análise de Sentimentos baseada em Aspectos a partir de Consenso de Modelos em Grafos;DISSERTAÇÃO;['GUILHERME DOS SANTOS MARCON']
IFCE;Nova abordagem por meio de deep learning e fine-tuning para Detecção e segmentação de melanoma em imagens dermatoscópicas;DISSERTAÇÃO;['JOSE JEROVANE DA COSTA NASCIMENTO']
UFF;AVALIAÇÃO DE METODOLOGIAS PARA O TRATAMENTO DE AMOSTRAS PARA A DETERMINAÇÃO DE IMPUREZAS METÁLICAS EM FORMULAÇÕES FARMACÊUTICAS POR MIP OES;TESE;['ANDRESSA BARCELOS PEREIRA DA SILVA']
UFJF;Linus Pauling e a natureza da ligação química: um percurso na história da descoberta do raio X à proposta estrutural dos ácidos nucléicos;TESE;['LEONARDO LESSA PACHECO']
UFRJ;COMPLEXOS DO TIPO HOSPEDEIRO-CONVIDADO A BASE DE CICLODEXTRINAS COM PROMISSORA ATIVIDADE anti-Trypanosoma cruzi.;TESE;['GLEIDSON IGOR ZANETTI FIGUEIREDO']
USP;Redução do risco na estimativa de recursos minerais de curto prazo a partir da adição de amostras imprecisas.;DISSERTAÇÃO;['DANILO RIBEIRO DOS SANTOS']
UFMT;DEFINITION OF MULTISPECTRAL CAMERA SYSTEM PARAMETERS TO MODEL THE ASTEROID 2001 SN263;DISSERTAÇÃO;['GABRIELA DE CARVALHO ASSIS GOULART']
UFU;Aplicação da técnica da imagem no domínio da frequência espacial para mapeamento óptico em profundidades do tecido epitelial voltada para o diagnóstico de lesões;TESE;['ANA CAROLINE MOREIRA']
UFMG;UNSUPERVISED DOMAIN ADAPTATION IN SENSOR DATA CONTEXT;DISSERTAÇÃO;['GUILHERME CRAMER BARBOSA SILVA']
IMPA;Circumcentered-Reflection Method and Applications;TESE;['DI LIU']
UFSC;Caracterização do gás difuso ionizado extraplanar em galáxias espirais;DISSERTAÇÃO;['JANAYNA DE SOUZA MENDES']
UFSC;Como os eventos de precipitação extremos afetam o transporte de material e a eutrofização na interface terra-mar?;DISSERTAÇÃO;['BARBARA VIANA DA SILVA']
UFC;Desenvolvimento de novos complexos de Rutênio (III) com seletividade e fotorreatividade para aplicações biológicas. ;TESE;['PATRICIA HELENITA ROCHA MARTINS']
USP;EDUCAÇÃO FINANCEIRA E PROGRESSÕES ARITMÉTICAS: UMA PROPOSTA DE CENÁRIO PARA INVESTIGAÇÃO VOLTADA AO PRIMEIRO ANO DO ENSINO MÉDIO;DISSERTAÇÃO;['GABRIEL DELDONO PEREIRA']
UFSC;Álgebras e Álgebras Base em Categorias Monoidais Trançadas;TESE;['DANIEL ROLANDO OVALLE PENA']
UFABC;CARACTERIZAÇÃO DE MICRORGANISMOS PROMOTORES DE CRESCIMENTO VEGETAL E DE EXTRATOS DE BACTÉRIAS ANTAGONISTAS DE PRAGAS AGRÍCOLAS;DISSERTAÇÃO;['ELAINE DE MOURA MACEDO']
UNB;“FACIOLOGIA E GEOQUÍMICA DE ROCHAS DO GRUPO ALTO TAPAJÓS NO EXTREMO SUDESTE DO ESTADO DO AMAZONAS, BRASIL”.;DISSERTAÇÃO;['JOAO GABRIEL CAVALCANTE VIEIRA']
UFG;Uma abordagem de alinhamento de minimapa usando informações de observação de pontos intrínsecos aos sistemas de SLAM Visual baseado em características;DISSERTAÇÃO;['FELIPE PIRES SARAIVA']
USP;Localização de Defeitos Baseado em Espectro e a Prática de Integração Contínua;DISSERTAÇÃO;['ERICKSON LIMA BARBOSA DA SILVA']
UFRGS;CompOD: LGPD Compliance framework for Open Data;DISSERTAÇÃO;['SHIRLEI LUCIA OLIVEIRA DO CARMO']
USP-SÃO CARLOS;Integração do framework PyMR com o ambiente integrado de desenvolvimento Spyder e sua adaptação à projetos de Ressonância Magnética;DISSERTAÇÃO;['DANILO SILVA CORREIA']
UNB;Positional Encoder Graph Quantile Neural Networks for Geographic Data;DISSERTAÇÃO;['WILLIAM EDWARD RAPPEL DE AMORIM']
UFABC;Fenômenos Quânticos Emergentes em Sulfetos de Vanádio;TESE;['CESAR AUGUSTO SONEGO']
UNIFAL-MG;Ondas gravitacionais da teoria de Starobinsky-Podolsky em um espaço-tempo de fundo curvo;DISSERTAÇÃO;['REGILEY PIMENTA RAMOS DE OLIVEIRA']
UNICAMP;Investigação das propriedades eletrônicas e estruturais de materiais topológicos sob aplicação de pressão uniaxial;DISSERTAÇÃO;['RAPHAEL BONFIM DE AMORIM']
UFPI;RESULTADOS DE RIGIDEZ PARA VARIEDADES TIPO-EINSTEIN;TESE;['CHRISTOPHER CARLISSON DE SOUSA QUEIROZ']
UFCAT;DETERMINAÇÃO SIMULTÂNEA DE SULFONAMIDAS EM LEITE POR HPLC/UV UTILIZANDO EXTRAÇÃO SORTIVA EM FASE DE TECIDO COMBINADA COM EXTRAÇÃO EM PONTEIRA DESCARTÁVEL;TESE;['GLENDA MARIS MESQUITA DE FILIPPIS']
UNB;Explainable AI: A case study on a Citizen’s Complaint Text Classification Model;DISSERTAÇÃO;['STELLA MENDES MEIRELES BONIFACIO']
UFABC;Comportamento Eletroquímico de Polióis e Cicloexanol em Eletrodos de Prata e Platina: Uma Análise SERS;TESE;['RAIMUNDO NONATO DOS SANTOS LIMA']
UFRN;DOO: Solução Integrada de Gerenciamento de Serviços com Orquestração;DISSERTAÇÃO;['THIAGO DE ABREU LIMA']
UFPA;A APLICAÇÃO DA CROMATOGRAFIA GASOSA ACOPLADA (GC-FID), ISÓTOPOS ESTÁVEIS, PALINOLOGIA E RAZÃO C:N NA RECONSTITUIÇÃO DOS MANGUEZAIS DO ESTADO DA BAHIA E ESPÍRITO SANTO;TESE;['RUBEM SANTA BRIGIDA BARROS NETO']
UFMG; Extensão da Interação para a Integração Humano-Computador à Luz da Teoria da Engenharia Semiótica;TESE;['GLIVIA ANGELICA RODRIGUES BARBOSA']
UFC;Aplicação da eletrorresistividade para detecção de zonas de acumulação de biogás em aterro sanitário;DISSERTAÇÃO;['VICTOR SAULO MOREIRA']
UFG;Arquitetura holística de redes 6G: integração das camadas de comunicação espacial, aérea, terrestre, marinha e submarina com gêmeos digitais e inteligência artificial;DISSERTAÇÃO;['ANTONIA VANESSA DIAS ARAUJO']
UFBA;O modelo unit-Lindley autorregressivo e de médias móveis (ULARMA) aplicado no monitoramento e previsão de dados contínuos no intervalo unitário;DISSERTAÇÃO;['JOSE GUILHERME SANTANA DE SENA']
PUCRS;A MODULAR ARCHITECTURE FOR THE EMULATION OF SCALABLE EDGE APPLICATIONS;TESE;['MATHEUS LYRA DA SILVA']
UNICENTRO;Incorporação de extrato de inflorescência de bananeira em um Biopolímero como indicador de pH;DISSERTAÇÃO;['ALINE BORTOLANZA JANSEN']
UFPR;Minimal Detectable Displacement in confidence region determination and significance test of displacements regarding the design of geodetic networks;TESE;['FELIPE ANDRES CARVAJAL RODRIGUEZ']
FURG;BIODIVERSIDADE E BIOGEOGRAFIA DO MESOZOOPLÂNCTON AO LONGO DE UM TRANSECTO TRANSATLÂNTICO;DISSERTAÇÃO;['CLAUS INCK FREITAS FURTADO']
UFSM;Desenvolvimento e aplicação de método QuEChERS e UHPLC-MS/MS para determinação multirresíduo de agrotóxicos em polpa de açaí;TESE;['RAFAEL BEL PRESTES DA SILVA']
UFRJ;Taxonomical revision of the genus Cochlorina Jan, 1830 (Gastropoda, Bulimulidae): morphological, conchological and molecular aspects;DISSERTAÇÃO;['ARIEL LA PASTA']
UFRGS;MODELO DEPOSICIONAL E EVOLUÇÃO BASEADOS EM ATRIBUTOS SÍSMICOS DO CANYON ALMIRANTE CÂMARA: NEÓGENO AO QUATERNÁRIO DA BACIA DE CAMPOS, BRASIL;DISSERTAÇÃO;['SAMUEL APARECIDO DA SILVA CORREA']
UESPI;Análise fitoquímica, citogenotoxicidade e efeito  cicatrizante do óleo essencial das folhas e inflorescência Croton blanchetianus Baill.;DISSERTAÇÃO;['MARIA DAS DORES BARRETO SOUSA']
UFBA;ESTUDO FITOQUÍMICO E AVALIAÇÃO DAS ATIVIDADES BIOLÓGICAS DE EXTRATOS DE Erythroxylum citrifolium (Erythroxylaceae);TESE;['JOSE FERNANDO DE ARAUJO NETO']
UFPI;Contribuiçõesteórico-metodológicas do diagrama heurístico para resolução de um caso investigativo no ensino de química.;TESE;['CLEANE DA COSTA PAZ']
UFF;ESTUDO DO IMPACTO HUMANO E NATURAL EM ÁREA DE ENSEADA MARINHA ADJACENTE À MATA ATLÂNTICA;DISSERTAÇÃO;['BRENO QUINHOES ALVES RODRIGUES']
USP;Gargalos e tendências na produção comercial de peixes ornamentais marinhos: busca de ferramenta diagnóstica do sucesso na larvicultura e identificação do perfil reprodutivo de espécies cultivadas;DISSERTAÇÃO;['CAMILA AYA TANAKA KATO']
UEPG;TRATAMENTO DE EFLUENTE DE MICROCERVEJARIA POR  COAGULAÇÃO E FILTRAÇÃO RÁPIDA;DISSERTAÇÃO;['AMANDA VEDAM PUPIN']
UFRGS;Uma estimativa ABP para equações do tipo integro-diferencial totalmente não lineares;DISSERTAÇÃO;['ADIR MATOS DE SOUZA JUNIOR']
UFRGS;CARACTERIZAÇÃO DAS ESTRUTURAS DE DEFORMAÇÃO EM SEDIMENTOS INCONSOLIDADOS EM SISTEMAS EÓLICOS ÚMIDOS, FORMAÇÃO BUENA VISTA, PERMIANO SUPERIOR DA BACIA DO PARANÁ;DISSERTAÇÃO;['GABRIEL SCHAFFER SIPP']
UFPE;ACUMULAÇÃO, ESTOQUE DE CARBONO E EVOLUÇÃO SEDIMENTAR DO MANGUEZAL DO RIO PEREQUÊ, SISTEMA ESTUARINO-LAGUNAR DE CANANÉIA-IGUAPE (SP);DISSERTAÇÃO;['THAMIRIS TARCILA VEIGA']
UFSC;Síntese e Avaliação In Vitro e In Sílico de Gallamidas e Selenogallamidas frente à Mpro do SARS-CoV-2 e Halogenação de Ligações C(sp2)-H de Derivados de Aminocumarinas empregando Ácidos Tri-Haloisocianúricos;TESE;['MARYELLE ANDREA GOBATTO DE CARVALHO']
UFV;VALIDAÇÃO DE MÉTODOS CROMATOGRÁFICOS E ANÁLISE METABOLÔMICA PARA DIFERENCIAÇÃO DE PROGÊNIES DE Coffea arabica;DISSERTAÇÃO;['WALACE BRENO DA SILVA']
UFRJ;Educação Básica Pós-COVID-19: Análise de Adoção Tecnológica  do SIGED;DISSERTAÇÃO;['ELINE HOLANDA CAVALCANTI GUIMARAES']
UEFS;Litera Braille: desenvolvimento e análise do dispositivo de baixo custo baseado na Máquina de Escrever em Braille;DISSERTAÇÃO;['THIAGO RIBEIRO ALVES']
UFG;MemoryGraph: uma proposta de memória para agentes conversacionais utilizando grafo de conhecimento;TESE;['VINICIUS PAULO LOPES DE OLIVEIRA']
UFMA;Sustentabilidade na Nuvem: Um Modelo de Eficiência Energética em Ambientes de Computação Verde;TESE;['THIAGO NELSON FARIA DOS REIS']
UNICAMP;Complexos de metais do bloco d com análogos de chalconas e derivados: síntese e potenciais aplicações como fármacos;TESE;['LAIANE DOS SANTOS OLIVEIRA']
USP;Estudo das estruturas de velocidade sob as bacias do Paraná, Chaco-Paraná e Pantanal;TESE;['ISRAEL AUGUSTO DRAGONE']
UFPE;Modelos assessores como opção de rejeição para predição de resultados de partidas de futebol;DISSERTAÇÃO;['DANIEL CABRAL DA COSTA']
UFV;Um Panorama sobre Diversidade de Gênero na Indústria de Jogos Indie no Brasil;DISSERTAÇÃO;['ESTELA MIRANDA BATISTA']
UFVJM;Título: DEPOSIÇÃO DE NANOFILMES DE ÓXIDO DE ZINCO OBTIDOS VIA DEPOSIÇÃO FÍSICA DE VAPOR PARA PROTEÇÃO À CORROSÃO DE LIGAS DE MAGNÉSIO;DISSERTAÇÃO;['WILLIAM OLIVEIRA JUNIOR']
UNICENTRO;Aplicabilidade do carvão ativado de Macaúba (Acrocomia aculeata) na  remoção de pesticidas em águas por diferentes processos de adsorção.;TESE;['VANESSA CARVALHO PEREIRA']
UFF;Solutions for schistosomiasis and corrosion challenges: a novel 5’-deoxy-5’-methylthioadenosine phosphorylase inhibitor screening assay and acridine derivatives as anti-corrosion agents;TESE;['RENATO CORREA DA SILVA LESSA']
USP;Ideais de multipolinômios com propriedades especiais;TESE;['VERONICA LEAO NEVES']
UFV;From Action Abstractions to Programmatic Policies: The Usage of Programmatic Representations;TESE;['RUBENS DE OLIVEIRA MORAES FILHO']
UFC;Propriedades dielétricas intrínsecas de óxidos cerâmicos com estruturas perovskita e scheelita ;TESE;['PEDRO HENRIQUE MOREIRA LIMA']
UNICAMP;Implementação em Software dos Algoritmos Pós-Quânticos Kyber e Dilithium na Plataforma ARMv8;DISSERTAÇÃO;['EVERALDO ANTONIO MOREIRA ALVES']
UNICAMP;Multipartite Bell nonlocality and communication problems;TESE;['LUCAS DA SILVA POLLYCENO']
UFMG; Impacto de Amostragem na Reconstrução de Comunidades em Redes e Backbones;DISSERTAÇÃO;['RAINARA ARAUJO MATEUS']
UFRN;A Deep Dive into Continuous Integration Monitoring Practices;TESE;['JADSON JOSE DOS SANTOS']
PUC-RIO;Querying Databases with Natural Language: The use of Large Language Models for Text-to-SQL tasks;DISSERTAÇÃO;['EDUARDO ROGER SILVA NASCIMENTO']
FURG;Ocorrência de Ocratoxina A e perfil de ácidos fenólicos em vinho;DISSERTAÇÃO;['ELIZANGELA GONCALVES']
UFABC;Motifs em grafos para medição de interdisciplinaridade na composição de bancas de defesa;TESE;['VICTOR ALEXANDRE PLOEGER MANSUELI']
IME;UM PROCESSO PARA CONSTRUÇÃO DE DATASETS QUE VIABILIZEM A APLICAÇÃO DE DIFERENTES MÉTODOS DE DETECÇÃO DE FAKE NEWS E BOTS SOCIAIS;DISSERTAÇÃO;['JEFERSON LUIS GONCALVES']
UFAL;ON-DEVICE MACHINE LEARNING FOR FORECASTING REFERENCE EVAPOTRANSPIRATION;DISSERTAÇÃO;['MARIA JULIA DE OLIVEIRA VIEIRA']
UFRGS;OCORRÊNCIAS DE CONODONTES NO MAR DEVONIANO DA REGIÃO AMAZÔNICA, GONDWANA OCIDENTAL: BIOESTRATIGRAFIA E PALEOAMBIENTE;DISSERTAÇÃO;['JORDANA MARIA VICCARI']
UNB;Classificação de petições iniciais no Conselho Nacional do Ministério Público;DISSERTAÇÃO;['PAULO CELIO SOARES DA SILVA JUNIOR']
FURG;Estrutura mega porosa à base de quitosana e modificadas com nanotubos de carbono como adsorvente  do ibuprofeno;DISSERTAÇÃO;['KELI ARRUDA DA SILVA']
UNICAMP;Um estudo do problema de obstáculo para a equação de Poisson;DISSERTAÇÃO;['LUIS CARLOS URBINES SUAREZ']
UFRJ;SÍNTESE SUSTENTÁVEL E AVALIAÇÃO DA EFICIÊNCIA DE NOVOS INIBIDORES QUÍMICOS PARA PREVENIR INCRUSTAÇÃO INORGÂNICA OU CORROSÃO NA INDÚSTRIA DE O&G;TESE;['BRENNO DANHO VERAS EVANGELISTA']
UFG;Análise de técnicas de ajuste fino em classificação de texto;DISSERTAÇÃO;['TOBIAS GONCALVES PIRES']
USP;Submersões Finsler Homogêneas e geodésicas horizontais;TESE;['FERNANDO MAIA NARDELLI ESCOBOSA']
UFF;IMPACTO DOS AGENTES DE LIGAÇÃO CRUZADA EM IMUNOSSENSORES PARA A DETECÇÃO DA PROTEÍNA ESPÍCULA DO SARS-COV-2;DISSERTAÇÃO;['CAMILLE CARVALHO DE MELLO']
UFVJM;Estudo fitoquímico de folhas de Jacaranda caroba, síntese de ésteres derivados do ácido ursólico e avaliação da atividade citotóxica dos compostos isolados e dos produtos de esterificação;DISSERTAÇÃO;['ALEXANDRE MILANEZ BRANDAO']
UERN;Estudo da síntese, caracterização estrutural e magnética de nanopartículas de CoFe2 e SrFe12O19;DISSERTAÇÃO;['AMELIA ETELVINA DO NASCIMENTO NETA']
UFMG;RELAÇÕES ESTRUTURAIS ENTRE O ORÓGENO ARAÇUAÍ E O GRUPO BAMBUÍ E DATAÇÃO DAS ZONAS DE FALHAS RELACIONADAS NAS REGIÕES DA SERRA DO CIPÓ E LAPINHA DA SERRA, MG;DISSERTAÇÃO;['INGRIDY DA SILVA NICOMEDES']
UFPE;VARIABILIDADE INTERANUAL DA pCO2 NA INTERFACE OCEANOATMOSFERA DO ATLÂNTICO TROPICAL ENTRE AS LATITUDES 3ºS E 14ºS;TESE;['LUCAS MEDEIROS GUIMARAES']
UFPA;MITOGENOMAS DOS PARGOS E VERMELHOS (LUTJANIDAE – PERCIFORMES) DO ATLÂNTICO OCIDENTAL TROPICAL: ANÁLISE COMPARATIVA E INSIGHTS PARA A FILOGENIA DO GRUPO;DISSERTAÇÃO;['CARLA MENDES DA SILVA']
UFCAT;USO DO BIOCHAR DA CASCA DE CAFÉ NA REMOÇÃO DE CROMO EM MATRIZES AQUOSAS;DISSERTAÇÃO;['GABRIELLA ANA DE PAULA BARBOSA']
FCE;TEORIA VERSUS PRÁTICA SOBRE O PAPEL DO GERENTE DE PROJETOS EM EQUIPES ÁGEIS: UM ESTUDO DE CASO NO CESAR;DISSERTAÇÃO;['RAQUEL CRISTINA SERPA CABRAL']
UNILA;Estimativa de Capacidade de Baterias de Íons de Lítio Utilizando Modelos de Rede Neural Convolucional Unidimensional Especializados para Segmentos de Curvas de Carga;DISSERTAÇÃO;['JHOAN RODRIGO PEREZ VARGAS']
UFRJ;OBTENÇÃO E CARACTERIZAÇÃO DE PONTOS QUÂNTICOS DE CARBONO PROVENIENTES DE DIFERENTES RESÍDUOS DE BIOMASSAS (AGRORESÍDUOS) E SUA APLICAÇÃO COMO INIBIDORES DE CORROSÃO;TESE;['VICTOR MAGNO PAIVA']
UFRGS; “Feedback de AGNs em gás molecular frio” (“AGN feedback in cold molecular gas”);TESE;['BRUNO DALL AGNOL DE OLIVEIRA']
USP;Algoritmo para o aprendizado via espaço de aprendizado de W-operadores multicamadas;DISSERTAÇÃO;['MARIANA DE SOUSA FELDMAN']
UFRGS;GLACIOQUÍMICA E INTERPRETAÇÃO AMBIENTAL DE UM TESTEMUNHO DE NEVE DO INTERIOR DA ANTÁRTICA;DISSERTAÇÃO;['REGINA DE SOUZA FERREIRA']
UFSJ;Simetrias e Anomalias no Modelo de Schwinger Quiral na Regularização Espectral;DISSERTAÇÃO;['LARISSA FERREIRA ELEOTERIO']
UFRPE;DERIVADOS DO NEROLIDOL COMO ALTERNATIVA DE INSETICIDAS PARA O CONTROLE DA Tetranychus urticae;DISSERTAÇÃO;['LIDIA MARIA BARBOSA DO NASCIMENTO']
UFPB-JOÃO PESSOA;Medidas de caos em sinais de ECG e classificação de ritmos cardíacos por meio de aprendizado de máquina;DISSERTAÇÃO;['JOSE HUGO ALVES MASCENA']
CEFET-RJ;PLATAFORMA PARA MAPEAMENTO DE ÁREAS DE RISCO PARA VEÍCULOS AUTOMOTORES BASEADA EM APRENDIZADO DE MÁQUINA ASSOCIADA A GEOLOCALIZAÇÃO;DISSERTAÇÃO;['JORGE EUGENIO MEDEIROS ANSELMO']
USP-SÃO CARLOS;Poisson quasi-Nijenhuis manifolds and Dirac structures: A geometrical approach to deformation and involutive theorems;TESE;['MURILO DO NASCIMENTO LUIZ']
UFU;Classificação de displasia da cavidade oral baseada em descritores fractais e ensemble learning;DISSERTAÇÃO;['RAFAEL HENRIQUE DE OLIVEIRA CARVALHO']
UFF;Evaluation of Data Stream and Batch Machine Learning Algorithms to Latency Prediction in Computer Networks;DISSERTAÇÃO;['CARLOS DAVID RIBEIRO PASCO']
IMPA;O aluno do programa de mestrado do IMPA tem a opção de não defender dissertação. Em substituição à dissertação, o aluno pode cursar duas disciplinas de doutorado.;DISSERTAÇÃO;['ANDRES IGNACIO RODRIGUEZ MENDOZA']
UFJF;Estudo das propriedades espectroscópicas, estruturais e térmicas da jarosita proveniente de subprodutos da mineração de zinco;DISSERTAÇÃO;['JHONNES AMARAL SOARES TOLEDO']
UNICAMP;Partículas de sílica e de sílica funcionalizada em interfaces: efeitos na tensão interfacial e no ângulo de contato de sistemas trifásicos;DISSERTAÇÃO;['BEATRIZ PALMA DE ANDRADE SANTOS']
UFSC;CARACTERIZAÇÃO E APLICAÇÃO DE CRISTAIS LÍQUIDOS COLUNARES EM CÉLULAS SOLARES ORGÂNICAS.;TESE;['CARLOS HENRIQUE STADTLOBER']
UFSC;Álgebras base e o centro de uma categoria monoidal;DISSERTAÇÃO;['VINICIUS SCUSSEL ACCORDI']
UFABC;Bifurcações em Sistemas Híbridos de Impacto e em Sistemas de Filippov;TESE;['TIAGO RODRIGO PERDIGAO']
USP;Deep-sea coral habitats off SE Brazil: Spatial distribution and temporal dynamics;TESE;['NAYARA FERREIRA CARVALHO']
USP;Quimioestratigrafia isotópica (C, O, Sr, Li e Mg) dos carbonatos neoproterozóicos da Formação Salitre, Bacia do Irecê: implicações para o intemperismo químico em bacias epicontinentais do Gondwana Ocidental.;TESE;['CAROLINA BEDOYA RUEDA']
UNB;Estudo Metodológico da Reação de Hantzsch e Síntese de Derivados de 1,4-dihidropiridinas;DISSERTAÇÃO;['IZABELLA VITORIA SOUZA MARAVALHO']
UFRJ;Uso da bioacústica na delimitação de espécies de Myotis (Chiroptera, Vespertilionidae) da Mata Atlântica;DISSERTAÇÃO;['RAYSSA SANTOS DE ALMEIDA PIRES']
UFRJ;ESTUDO TEÓRICO DE PARÂMETROS DE ANISOTROPIA MAGNÉTICA E INVESTIGAÇÃO DE TAUTOMERIA DE VALÊNCIA EM COMPLEXOS DE COBALTO;TESE;['WILLIAM SILVA FERNANDES']
UFJF;Cattle facial generaton using a generative adversarial network with reinforcement modules;DISSERTAÇÃO;['GABRIEL REZENDE DA SILVA']
UNB; “AVALIAÇÃO PEDO-GEOLÓGICA E GEOTÉCNICA EM ÁREA CONTAMINADA: ESTUDO DE CASO NO LIXÃO DA ESTRUTURAL, DF”.;DISSERTAÇÃO;['RICARDO AVELINO COSTA']
UFMG;Two problems on Convex Geometry: Isotropic measures and classification in valuation theory;TESE;['FERNANDA HELEN MOREIRA BAETA']
UFU;SÍNTESE, CARACTERIZAÇÃO E ESTUDOS BIOLÓGICOS DE COMPLEXOS DE Pt(II)  e Pd(II) CONTENDO ÁCIDO GÁLICO E DERIVADOS;TESE;['RAPHAEL TRISTAO CRUVINEL SILVA']
UFRN;Integração Numérica para Funções Compostas em Domínios Multidimensionais através de uma Quadratura de Lebesgue;DISSERTAÇÃO;['LUCAS MATHEUS AUGUSTO OLIMPIO GUANABARA']
INPE;Assessing the longwave components of the Earth’s radiation budget using improved modeling and observational resources;TESE;['MARIA LIVIA LINS MATTOS GAVA']
UFRJ;ESTUDO ESTRUTURAL DE COMPLEXOS METÁLICOS POR RESSONÂNCIA MAGNÉTICA NUCLEAR EM SOLUÇÃO;DISSERTAÇÃO;['MATHEUS COSTA PESSANHA']
USP-SÃO CARLOS;Study on unsupervised machine learning applied to software testing based on resource usage;DISSERTAÇÃO;['KEVIN GERARDO POLO RUIZ']
UFF;HIGH-RESOLUTION MULTICHANNEL SEISMIC IMAGING OF GUANABARA BAY TECTONIC STRUCTURES, RIO DE JANEIRO, BRAZIL;DISSERTAÇÃO;['BERNARDO PELUSO ERTHAL DE SOUZA']
UFPA;"COMPARAÇÃO E ANÁLISE FILOGENÉTICA DE MITOGENOMAS DE  PEIXES DA FAMÍLIA EPINEPHELIDAE (TELEOSTEI; PERCIFORMES)";DISSERTAÇÃO;['RENATA FURTADO DO ROSARIO']
